Centre de Souscription;FILIAL;Gestion;Unité Souscr.;Unité Gestion;CODIGO DE FACULTATIVO;ESTADO;Gestion.;Souscr.;EJERCICIO;FECHA DE EFECTO;Date ouverture du chantier;FECHA DE INICIO COBERTURA;FECHA VENCIMIENTO;ASEGURADO;Risque ;Produit;ToP;Secteur;TIPO DE RIESGO;COMPAÑÍA CEDENTE;Pays Cédante;Groupe intermediaire;Intermédiaire;Div.;TIPO DE CONTRATO;N° ligne;SUMAS ASEGURADAS;Portée;Priorité / Franchise;TASA DE PRIMA;Aliment 100 Pc. (global) (?v);Part acceptée;PARTE SCOR;Aliment SCOR;Sommes assurées SCOR;Mt Limite SCOR;ECG;Devise ECG;Marché;Pays d'analyse;Trigger
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F054564;Définitif;RCS;FFH ;2002-1;1/7/02;1/7/02;15/3/04;15/3/14;Vallehermoso Nou Se Sant Andreu;131 VIVIENDAS GARAJES Y LOCALES COMERCIALES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;8.061.478;8061478;18000;6,436;47167;45;45;21225;3627665;3627665;4162950;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F044819;Définitif;RCS;FFH ;2002-1;18/6/02;18/6/02;22/3/04;22/3/14;Vallehermoso Mislata Fase Iv;54 VIVIENDAS Y GARAGES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;4.064.766;4064766;3005;6,436;23783;45;45;10702;1829145;1829145;2098800;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F053285;Définitif;RCS;FFH ;2002-1;5/2/02;5/2/02;24/3/04;24/3/14;Procondyl;88 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MUSAAT;ESPAGNE;;;1;QP;;9.969.323;9969323;6010;4,5;44862;39,71385;39,71385;17816;3959202;3959202;3959074;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F040183;Définitif;RCS;FFH ;2002-1;5/4/02;5/4/02;26/3/04;26/3/14;Vallehermoso Aljamar 1ª Etapa;72 VIVIENDAS Y GARAJES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;7.198.794;7198794;9015;6,436;42120;45;45;18954;3239457;3239457;3717450;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F041296;Définitif;RCS;FFH ;2002-1;1/5/02;1/5/02;29/3/04;29/3/14;Epaat;60 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;3.793.269;3793269;6010;4,963;18826;20,007;20,007;3767;758919;758919;758866;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F040779;Définitif;RCS;FFH ;2002-1;1/1/02;1/1/02;31/3/04;31/3/14;Grupo Empresarial Mena;150 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;22.025.750;22025750;6010;5,5;121142;31,89789;31,89789;38642;7025750;7025750;7907487;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F046077;Définitif;RCS;FFH ;2002-1;1/12/02;1/12/02;31/3/04;31/3/14;Inmobiliaria Urbis;40 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;4.342.862;4342862;6010;5,076;20040;20,007;20,007;4009;868876;868876;977942;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F053549;Définitif;RCS;TJ  ;2002-1;1/5/02;1/5/02;1/4/04;1/4/14;Junta De Compensacion Mercado Grande;47 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;6.167.200;6167200;6010;4,606;28405;2,55;2,55;724;157264;157264;157259;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F040329;Définitif;RCS;FFH ;2002-1;9/4/02;9/4/02;2/4/04;2/4/14;Vallehermoso Son Xigala;63 VIVIENDAS UNIFAMILIARES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;13.230.109;13230109;9015;7,0796;85149;45;45;38317;5953549;5953549;6831900;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F054563;Définitif;RCS;FFH ;2002-1;11/3/02;11/3/02;2/4/04;2/4/14;Vallehermoso Bogatell Y Trueta Villa Olimpica;188 VIVIENDAS GARAJES LOCALES COMERCIALES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;15.421.597;15421597;12000;8,7174;122215;45;45;54997;6939719;6939719;7963650;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048048;Définitif;RCS;FFH ;2002-1;14/6/02;14/6/02;8/4/04;8/4/14;Projumar;25 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;2.000.510;2000510;3005;5,8;10551;20,007;20,007;2111;400242;400242;459361;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F046078;Définitif;RCS;FFH ;2002-1;1/10/02;1/10/02;14/4/04;14/4/14;Inmobiliaria Urbis;26 VIVIENDAS UNIFAMILIARES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;2.259.283;2259283;3005;5,076;10426;20,007;20,007;2086;452015;452015;508778;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F046122;Définitif;RCS;FFH ;2002-1;1/9/02;1/9/02;14/4/04;14/4/14;Inmobiliaria Urbis;40 VIVIENDAS EDIFICIO DUNA;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;4.331.274;4331274;6010;5,076;19987;20,007;20,007;3999;866558;866558;975341;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048149;Définitif;RCS;FFH ;2002-1;1/10/02;1/10/02;15/4/04;15/4/14;Estudio 6;35 VIVIENDAS LOCALES COMERCIALES FASE III;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;2.258.867;2258867;3005;5,8;11910;20,007;20,007;2383;451932;451932;518581;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F040571;Définitif;RCS;FFH ;2002-1;1/2/02;1/2/02;20/4/04;20/4/14;Fercler;188 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;16.768.602;16768602;6000;4,6;77136;10,5471;10,5471;8136;1768601;1768601;2029474;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F049202;Définitif;RCS;TJ  ;2002-1;1/8/02;1/8/02;27/4/04;27/4/14;Vivienda Jardin Apex 2000;208 VIVIENDAS EN 10 BLOQUES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;16.836.420;16836420;9000;5,54999;93442;40;40;37377;6734568;6734568;7728000;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048055;Définitif;RCS;FFH ;2002-1;1/4/02;1/4/02;28/4/04;28/4/14;Gecoe Los Jardines De Seseña 2ª Fase;45 VIVIENDAS UNIFAMILIARES ADOSADAS PAREADAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;3.849.423;3849423;6010;5,89;20612;20,007;20,007;4124;770154;770154;770069;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048102;Définitif;RCS;FFH ;2002-1;1/4/02;1/4/02;28/4/04;28/4/14;Gecoe Los Jardines De Seseña 2ª Fase;22 VIVIENDAS UNIFAMILIARES ADOSADAS Y PAREADAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;1.787.482;1787482;3005;6,05;10814;20,007;20,007;2164;357622;357622;357525;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048107;Définitif;RCS;FFH ;2002-1;1/11/02;1/11/02;29/4/04;29/4/14;Candarri;5 VIVIENDAS UNIFAMILIARES ADOSADAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;721.547;721547;3005;6,05;3969;20,007;20,007;794;144360;144360;144451;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F046134;Définitif;RCS;FFH ;2002-1;1/11/02;1/11/02;5/5/04;5/5/14;La Costana 14;16 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;3.486.483;3486483;3005;5,5;17432;20,007;20,007;3488;697541;697541;697444;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F053360;Définitif;RCS;FFH ;2002-1;1/5/02;1/5/02;5/5/04;5/5/14;Inmobiliaria Urbis;89 VIVIENDAS EDIFICIO CAMPUES FASE I;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;6.861.609;6861609;6010;4,0607;25330;20,007;20,007;5068;1372802;1372802;1545141;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F045074;Définitif;RCS;TJ  ;2002-1;15/10/02;15/10/02;10/5/04;10/5/14;Vallehermoso Rodriguez Marin;RESIDENCIA TERCERA EDAD;RC Construction;Dommage Etranger;SPECIALITES;Public buildings;C.A.S.E.R.;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;7.321.485;7321485;9015;6,10627;44707;45;45;20118;3294668;3294668;3780900;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F043030;Définitif;RCS;FFH ;2002-1;1/6/02;1/6/02;16/5/04;16/5/14;Promociones Algara;33 VIVIENDAS EDIFICIO NUEVO SIGLO VI;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;2.353.860;2353860;3005;5,8;12411;20,007;20,007;2483;470937;470937;540389;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F041051;Définitif;RCS;TJ  ;2002-1;1/5/02;1/5/02;17/5/04;17/5/14;Inmobiliaria Urbis;64 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;4.886.472;4886472;6010;5,07544;24801;20,007;20,007;4962;977636;977636;1121792;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F056153;Définitif;RCS;TJ  ;2002-1;1/3/02;1/3/02;18/5/04;18/5/14;Bilbo Eder;82 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;6.485.549;6485549;9000;4,9;31779;7,33;7,33;2329;475391;475391;524755;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F046123;Définitif;RCS;FFH ;2002-1;1/12/02;1/12/02;18/5/04;18/5/14;Inmobiliaria Urbis;134 VIVIENDAS FASE II;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;10.695.947;10695947;6010;5,076;49357;20,007;20,007;9875;2139938;2139938;2408443;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F043026;Définitif;RCS;FFH ;2002-1;1/5/02;1/5/02;20/5/04;20/5/14;Residencial Entreavenidas;28 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;1.937.805;1937805;3005;5,225;9205;20,007;20,007;1842;387697;387697;387736;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F046141;Définitif;RCS;TJ  ;2002-1;1/11/02;1/11/02;21/5/04;21/5/14;Edibelca;10 VIVIENDAS EDIFICIO FOCUS IV;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;562.200;562200;3005;5,80043;3261;20,007;20,007;652;112479;112479;129045;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F048151;Définitif;RCS;TJ  ;2002-1;1/4/02;1/4/02;21/5/04;21/5/14;Inmobiliaria Urbis;52 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;3.402.462;3402462;3005;5,5836;18998;20,007;20,007;3801;680731;680731;999950;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F043031;Définitif;RCS;TJ  ;2002-1;1/4/02;1/4/02;24/5/04;24/5/14;Desarrollos Inmobiliarios De Castilla La Mancha;76 VIVIENDAS DE PROTECCION OFICIAL;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;3.944.673;3944673;6010;5,0681;19992;20,007;20,007;4000;789211;789211;789276;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F041040;Définitif;RCS;FFH ;2002-1;1/3/02;1/3/02;24/5/04;24/5/14;Vilares De Lugo;30 VIVIENDAS EDIFICIO VILARES FASE III;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;2.376.677;2376677;3005;6,0088;12982;20,007;20,007;2597;475502;475502;545591;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F044849;Définitif;RCS;FFH ;2002-1;20/11/02;20/11/02;24/5/04;24/5/14;Vallehermoso Cardenal Herrera Oria;30 VIVIENDAS Y GARAJES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;2.562.374;2562374;3005;6,436;14992;45;45;6746;1153068;1153068;2699100;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F051132;Définitif;RCS;TJ  ;2002-1;1/11/02;1/11/02;25/5/04;25/5/14;Marina El Rompido;137 VIVIENDAS AISLADAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;22.750.813;8190293;6010;6,86002;156071;73,58;73,58;114837;16740048;6026418;6915784;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F047376;Définitif;RCS;FFH ;2002-1;1/10/02;1/10/02;26/5/04;26/5/14;Vallehermoso Pardines Fase Ii;EDIFICIO VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;5.711.280;5711280;6010;6,436;33416;45;45;15037;2570076;2570076;3052350;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048263;Définitif;RCS;FFH ;2002-1;1/5/02;1/5/02;26/5/04;26/5/14;Construcciones Garcia Conde;14 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;F.I.A.T.C.;ESPAGNE;;;1;QP;;1.550.000;1550000;3000;5,6;8680;90;90;7812;1395000;1395000;1570500;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F045085;Définitif;RCS;TJ  ;2002-1;1/8/02;1/8/02;27/5/04;27/5/14;Vallehermoso San Amaro;RESIDENCIA TERCERA EDAD;RC Construction;Dommage Etranger;SPECIALITES;Public buildings;C.A.S.E.R.;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;5.274.910;5274910;6010;6,10475;32202;45;45;14491;2373710;2373710;2723850;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F055549;Définitif;RCS;TJ  ;2002-1;10/9/02;10/9/02;31/5/04;31/5/14;Ferrovial Agroman;243 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;14.331.893;14331893;18000;5,5;78825;21,17962;21,17962;16695;3035440;3035440;3035464;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F055247;Définitif;RCS;FFH ;2002-1;11/3/02;11/3/02;2/6/04;2/6/14;Vallehermoso Villa Olimpica;61 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;8.348.684;8348684;12000;8,7174;66163;45;45;29773;3756908;3756908;4311000;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F040189;Définitif;RCS;FFH ;2002-1;22/5/02;22/5/02;3/6/04;3/6/14;Vallehermoso Las Azaleas;72 VIVIENDAS GARAJES Y TRASTEROS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;9.093.038;9093038;9015;6,436;53203;45;45;23941;4091867;4091867;4695300;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F051008;Définitif;RCS;FFH ;2002-1;15/4/02;15/4/02;3/6/04;3/6/14;Vallehermoso De La Atalaya 3ª Fase;38 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;5.375.449;5375449;6010;6,436;31451;45;45;14153;2418952;2418952;2775600;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F047374;Définitif;RCS;FFH ;2002-1;1/10/02;1/10/02;7/6/04;7/6/14;Vallehermos Pardines Fase Iii;138 VIVIENDAS APARCAMIENTOS Y LOCALES COMERCIALES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;4.251.460;4251460;6010;6,436;24875;45;45;11194;1913157;1913157;2195550;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F044952;Définitif;RCS;TJ  ;2002-1;1/9/02;1/9/02;8/9/04;8/6/14;Fundacion Coleccion Thyssen Bornemisza;REMODELACION REHABILITACION Y AMPLIACION DEL MUSEO;RC Construction;Dommage Etranger;SPECIALITES;Public buildings;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;16.233.753;16233753;6000;9,4909;154073;13,78088;13,78088;21233;2237154;2237154;2645551;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048002;Définitif;RCS;FFH ;2002-1;1/7/02;1/7/02;8/6/04;8/6/14;Renfurbis;151 VIVIENDAS LOCALES GARAJES TRASTEROS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;11.751.068;11751068;6010;5,87002;68979;20,007;20,007;13801;2351036;2351036;2646126;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F043009;Définitif;RCS;TJ  ;2002-1;1/6/02;1/6/02;14/6/04;14/6/14;Inmobiliaria Guadalmedina;121 VIVIENDAS EDIFICIO VALPARC;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;9.330.009;9330009;12020;5,5;51315;20,007;20,007;10267;1866655;1866655;2141949;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F043001;Définitif;RCS;FFH ;2002-1;1/10/02;1/10/02;14/6/04;14/6/14;Millet Serrano;18 VIVIENDAS DE VPO Y 3 ATICOS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;1.574.606;1574606;3005;6,55205;9379;20,007;20,007;1876;315031;315031;315110;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F040443;Définitif;RCS;FFH ;2002-1;29/5/02;29/5/02;15/6/04;15/6/14;Vallehermoso El Pato 1ª Fase;106 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;12.970.163;12970163;9015;6,436;75887;45;45;34149;5836573;5836573;6697800;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F047292;Définitif;RCS;TJ  ;2002-1;2/5/02;2/5/02;16/6/04;16/6/14;Armilar Procam;107 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;9.866.384;9866384;0;7,2716;71742;39,08;39,08;28037;3855783;3855783;4424638;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F047295;Définitif;RCS;TJ  ;2002-1;2/5/02;2/5/02;16/6/04;16/6/14;Armilar Procam;93 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;8.515.419;8515419;0;7,27134;61918;29,42;29,42;18216;2505236;2505236;2874922;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F046070;Définitif;RCS;FFH ;2002-1;1/6/02;1/6/02;28/6/04;28/6/14;Inmobiliaria Urbis;214 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;13.737.972;13737972;6010;5,076;63394;20,007;20,007;12683;2748556;2748556;3093482;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F048141;Définitif;RCS;FFH ;2002-1;1/8/02;1/8/02;28/6/04;28/6/14;Urcosa;125 VIVIENDAS LOCALES Y GARAJES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;16.376.510;16376510;18030;5,5;81883;20,007;20,007;16382;3276448;3276448;3276546;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F055250;Définitif;RCS;FFH ;2002-1;11/3/02;11/3/02;29/6/04;29/6/14;Vallehermoso Villa Olimpica;11 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;1.505.501;1505501;12000;8,7174;11931;45;45;5369;677475;677475;777600;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F046092;Définitif;RCS;TJ  ;2002-1;1/11/02;1/11/02;30/6/04;30/6/14;Inmobiliaria Urbis;52 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;6.093.994;6093994;6010;5,076;30933;20,007;20,007;6189;1219225;1219225;1399090;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F046106;Définitif;RCS;TJ  ;2002-1;1/10/02;1/10/02;30/6/04;30/6/14;Inmobiliaria Urbis;80 VIVIENDAS LOCALES COMERCIALES GARAJES Y TRASTEROS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;MAPFRE EMPRESAS;ESPAGNE;;;1;QP;;7.299.089;7299089;6010;5,07598;37050;20,007;20,007;7413;1460329;1460329;1675786;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F049190;Définitif;RCS;TJ  ;2002-1;1/11/02;1/11/02;30/6/04;30/6/14;Apex 2000;40 VIVIENDAS LOCALES YGARAJES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;3.560.783;3560783;6000;6,60894;23533;40;40;9413;1424313;1424313;1634400;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F040350;Définitif;RCS;FFH ;2002-1;2/4/02;2/4/02;30/6/04;30/6/14;Vallehermoso Salado;46 VIVIENDAS;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;4.851.172;4851172;6010;6,436;28384;45;45;12773;2183027;2183027;2505150;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F044855;Définitif;RCS;FFH ;2002-1;28/10/02;28/10/02;30/6/04;30/6/14;Vallehermoso Aljamar 1ª Etapa;34 VIVIENDAS Y GARAJES;RC Construction;Dommage Etranger;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;MMC;GUY CARPENTER & CIA;1;QP;;4.072.705;4072705;6010;7,0796;26212;45;45;11795;1832717;1832717;2103300;EUR;Espagne;ESPAGNE;Surv. P. Normale
